filename	date	time	dt_iso	preview
2025-07-17__1927__7_дней_коливинге_doma.md	2025-07-17	21:20	2025-07-17T21:20:29+08:00	7 дней на коливинге Doma  Есть тусовка предпринимателей S16, в которую я несколько лет назад попала через постель потому что у меня классный бизнес. на самом…
2025-07-23__1968__секталагере_охуитительно.md	2025-07-23	22:31	2025-07-23T22:31:03+08:00	Я в секталагере и это охуитительно)  Каждый год почему-то в продажах не удается это передать. После прошлого лагеря я думала: блин в следующем на 180 человек…
2025-07-26__1969__приснилось_чувак_который_приехал_нам_ретрит_сказал.md	2025-07-26	22:01	2025-07-26T22:01:52+08:00	Мне приснилось, что чувак который приехал к нам на ретрит сказал, что моя музыка говно, и я полезла с ним в драку 😂😂😂😂  Считаю, что я созрела защищать свою р…
2025-07-29__1979__13_июня_кажется_сто_жизней_прошло_прилетели.md	2025-07-29	02:49	2025-07-29T02:49:24+08:00	С 13 июня кажется сто жизней прошло. Мы прилетели с Бали, и с тех пор я верчусь как белый дракон в стеклянной банке) И вот мы достигли момента, когда впереди…
2025-07-31__1980__доброе_утро_сегодня_38_проснулась_екатеринбурге_после.md	2025-07-31	15:43	2025-07-31T15:43:14+08:00	Доброе утро, мне сегодня 38, я проснулась в Екатеринбурге после о-фи-генного первого концерта в туре.  Такой концерт, после которого говоришь себе: я так гор…
2025-08-02__1981__посчитала_осталось_всего_6_перелетов_дома_бали.md	2025-08-02	20:15	2025-08-02T20:15:14+08:00	Я посчитала, что мне осталось всего 6 перелетов и я дома на Бали. 6 перелетов за 12 дней, просто чтоооооу  и 3 концерта, включая сегодняшний  Еще один концер…
2025-08-03__1982__хочу_написать_вчерашний_концерт_было_незабываемо_не.md	2025-08-03	18:02	2025-08-03T18:02:14+08:00	Хочу написать про вчерашний концерт - это было незабываемо) и не хотелось, чтобы концерт заканчивался, поэтому мы спонтанно играли песни, которые хотели люди…
2025-08-03__1983__родился_bootcamp_письмо_оли_маркес.md	2025-08-03	18:02	2025-08-03T18:02:14+08:00	Как родился Bootcamp 🍋 — письмо от Оли Маркес  Привет, это Оля! Хочу рассказать тебе как появился курс, который стал для нас особенным.  Bootcamp мы придумал…
2025-08-04__1984__когда_23_30_in_the_middle_of.md	2025-08-04	05:39	2025-08-04T05:39:47+08:00	когда в 23:30 in the middle of nowhere вас не заселяют в гостиницу, потому что один из вас беларус  Ближайшей другой гостиницы нет, сил тоже нет,  мы ехали и…
2025-08-09__1987__принесла_вам_кусочек_белградского_концерта_каждом_городе.md	2025-08-09	18:06	2025-08-09T18:06:47+08:00	Принесла вам кусочек Белградского концерта. В каждом городе мы играли каверы на любимые песни детства/юности, песни, которые слушали наши родители. Это конеч…
2025-08-10__1999__немножко_офигела_себя_сцене_когда_не_выступаешь.md	2025-08-10	22:16	2025-08-10T22:16:40+08:00	Я немножко офигела с себя на сцене, то есть когда не выступаешь весь год, ожидаешь от себя любого провала, но тут история была противоположная. По моим внутр…
2025-08-13__2000__осталась_одна_еду_сапсане_делаю_всю_работу.md	2025-08-13	20:56	2025-08-13T20:56:46+08:00	Осталась одна, еду в сапсане и делаю всю работу. У меня сейчас большое количество проектов и в целом меня это радует - нет ошушения что все яйца в одной корз…
2025-08-14__2001__классе_пятом_поняла_творческий_человек_надо_было.md	2025-08-14	21:13	2025-08-14T21:13:54+08:00	Еще классе в пятом я поняла, что я творческий человек. Надо было определяться с будущим, и pretty obvious, я выбрала журфак. Школа юного журналиста, портфоли…
2025-08-24__2003__no_topic.md	2025-08-24	22:45	2025-08-24T22:45:02+08:00	😂 всё упало, мы оказались не готовы к широкому релизу
2025-08-25__2004__так_попытка_номер_2.md	2025-08-25	19:47	2025-08-25T19:47:27+08:00	Так, попытка номер 2!  Давайте тестить бот мама оценивает твой холодильник , надеюсь в этот раз не упадет) присылайте что там вам отвечает 🧓  @momandfood_bot
2025-08-26__2005__тизер_моих_черновиков.md	2025-08-26	23:23	2025-08-26T23:23:38+08:00	Тизер из моих черновиков
